slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totals
sundobr01,Bruno Šundov,CENTER,21,INDIANA PACERS,22,88,8.7,0.391,0.025,0.05,9.2,17.5,13.5,6.1,1.8,2.4,8.9,23.1,-0.2,0.1,0.0,-0.021,-5.9,-0.7,-6.6,-0.1,False
surabo01,Bob Sura,POINT GUARD,28,GOLDEN STATE WARRIORS,78,1780,17.1,0.53,0.225,0.556,5.2,10.3,7.7,25.0,2.5,0.6,15.3,20.5,3.2,0.9,4.1,0.111,1.6,0.0,1.6,1.6,False
swiftst01,Stromile Swift,POWER FORWARD,22,MEMPHIS GRIZZLIES,68,1805,17.2,0.539,0.005,0.499,10.0,16.6,13.3,5.0,1.5,4.3,14.1,21.8,1.7,2.0,3.7,0.099,-1.0,0.0,-1.0,0.4,False
szczewa02,Wally Szczerbiak,SMALL FORWARD,24,MINNESOTA TIMBERWOLVES,82,3117,17.1,0.58,0.159,0.227,4.5,9.9,7.2,13.6,1.1,0.5,12.1,21.8,7.0,1.7,8.7,0.134,2.3,-0.9,1.4,2.7,False
terryja01,Jason Terry,SHOOTING GUARD,24,ATLANTA HAWKS,78,2967,19.2,0.549,0.364,0.279,1.5,8.9,5.2,26.9,2.5,0.3,11.7,23.6,6.6,2.1,8.6,0.139,3.3,-0.1,3.2,3.9,False
thomaet01,Etan Thomas,CENTER,23,WASHINGTON WIZARDS,47,618,15.7,0.553,0.0,0.49,10.2,24.0,17.0,1.6,1.5,4.2,12.4,15.6,0.8,0.9,1.6,0.127,-1.2,0.0,-1.2,0.1,False
thomake01,Kenny Thomas,POWER FORWARD,24,HOUSTON ROCKETS,72,2484,16.4,0.52,0.019,0.405,7.2,16.7,11.9,10.0,1.9,1.8,12.8,20.9,2.6,1.9,4.4,0.085,-0.2,0.2,0.1,1.3,False
thomaku01,Kurt Thomas,CENTER,29,NEW YORK KNICKS,82,2771,15.8,0.542,0.006,0.283,9.0,22.3,15.6,5.8,1.4,2.1,12.7,20.3,3.1,3.4,6.5,0.112,-1.0,0.0,-1.0,0.7,False
thomati01,Tim Thomas,SMALL FORWARD,24,MILWAUKEE BUCKS,74,1987,13.1,0.522,0.386,0.238,3.9,13.1,8.7,8.7,1.7,1.2,13.2,22.6,0.8,1.3,2.2,0.052,-1.0,-1.2,-2.3,-0.1,False
tinslja01,Jamaal Tinsley,POINT GUARD,23,INDIANA PACERS,80,2442,13.4,0.446,0.23,0.245,3.7,9.9,6.9,42.8,3.0,1.2,24.3,20.7,-1.3,2.9,1.7,0.033,-0.6,0.2,-0.4,1.0,False
torreos01,Óscar Torres,SHOOTING GUARD,25,HOUSTON ROCKETS,65,1075,11.4,0.502,0.37,0.308,4.9,8.1,6.5,6.4,1.3,0.6,11.2,18.8,0.7,0.1,0.9,0.039,-1.1,-1.6,-2.7,-0.2,False
traylro01,Robert Traylor,POWER FORWARD,24,CHARLOTTE HORNETS,61,678,13.0,0.473,0.005,0.412,11.3,20.2,15.7,9.0,1.9,4.0,15.7,19.3,0.1,1.1,1.2,0.085,-4.0,0.9,-3.0,-0.2,False
trentga01,Gary Trent,POWER FORWARD,27,MINNESOTA TIMBERWOLVES,64,1140,15.4,0.538,0.005,0.378,10.7,16.6,13.7,8.3,1.0,1.8,11.5,19.9,1.9,1.1,3.0,0.125,-0.8,-0.7,-1.6,0.1,False
trepaje01,Jeff Trepagnier,SHOOTING GUARD,22,CLEVELAND CAVALIERS,12,77,8.4,0.345,0.043,0.304,4.6,13.6,9.2,23.9,5.5,3.8,29.7,22.1,-0.3,0.1,-0.2,-0.114,-5.0,4.0,-1.1,0.0,False
tsakaja01,Jake Tsakalidis,CENTER,22,PHOENIX SUNS,67,1582,11.7,0.522,0.003,0.398,9.1,17.7,13.3,2.2,0.8,3.2,14.2,15.5,1.0,1.8,2.8,0.085,-3.4,-0.2,-3.5,-0.6,False
turkohe01,Hedo Türkoğlu,SMALL FORWARD,22,SACRAMENTO KINGS,80,1970,14.2,0.514,0.249,0.335,3.5,16.0,9.8,12.2,1.5,1.0,9.3,19.2,2.5,2.7,5.2,0.127,0.1,0.7,0.8,1.4,False
vanexni01,Nick Van Exel,POINT GUARD,30,DENVER NUGGETS,45,1739,18.4,0.488,0.276,0.191,1.2,10.3,5.5,40.2,0.9,0.3,10.5,28.4,2.7,0.2,2.9,0.08,4.2,-2.1,2.1,1.8,False
vanexni01,Nick Van Exel,SHOOTING GUARD,30,DALLAS MAVERICKS,27,757,16.3,0.513,0.312,0.245,1.3,11.0,6.2,23.5,1.0,0.4,10.3,23.2,1.3,0.2,1.5,0.093,2.2,-1.5,0.7,0.5,False
vanhoke01,Keith Van Horn,SMALL FORWARD,26,NEW JERSEY NETS,81,2465,16.0,0.51,0.269,0.179,6.2,21.6,13.9,11.6,1.3,1.2,11.1,24.0,2.0,4.3,6.3,0.123,0.7,0.1,0.8,1.8,False
vardara01,Ratko Varda,CENTER,22,DETROIT PISTONS,1,6,15.0,0.727,0.0,0.333,0.0,19.5,9.8,0.0,0.0,0.0,22.5,34.9,0.0,0.0,0.0,0.098,-8.4,2.3,-6.1,0.0,False
vaughja01,Jacque Vaughn,POINT GUARD,26,ATLANTA HAWKS,82,1856,13.1,0.547,0.123,0.288,1.1,9.3,5.2,30.2,1.8,0.1,18.5,14.8,2.5,1.0,3.5,0.091,-1.6,-0.6,-2.2,-0.1,False
voskuja01,Jake Voskuhl,CENTER,24,PHOENIX SUNS,59,900,13.9,0.614,0.0,0.565,12.7,18.7,15.7,3.0,0.6,1.9,16.6,14.4,1.7,0.9,2.7,0.143,-2.0,-1.0,-3.0,-0.2,False
walkean02,Antoine Walker,POWER FORWARD,25,BOSTON CELTICS,81,3406,17.1,0.49,0.382,0.192,4.7,18.6,11.5,22.8,1.9,0.9,12.1,27.8,1.5,5.2,6.7,0.094,2.2,0.0,2.2,3.6,False
walkesa01,Samaki Walker,POWER FORWARD,25,LOS ANGELES LAKERS,69,1655,14.5,0.545,0.0,0.353,8.7,23.2,16.0,5.7,0.9,3.8,11.2,12.9,2.4,2.8,5.3,0.153,-0.9,1.0,0.1,0.9,False
wallabe01,Ben Wallace,CENTER,27,DETROIT PISTONS,80,2921,18.6,0.522,0.006,0.488,12.9,28.9,21.0,6.2,2.5,6.7,10.7,10.5,4.3,7.2,11.6,0.19,1.2,3.3,4.5,4.8,False
wallage01,Gerald Wallace,SMALL FORWARD,19,SACRAMENTO KINGS,54,430,13.3,0.443,0.04,0.263,12.4,9.8,11.1,9.6,2.2,0.9,10.1,22.0,0.1,0.6,0.6,0.071,-2.0,-0.4,-2.4,0.0,False
wallajo01,John Wallace,SMALL FORWARD,27,PHOENIX SUNS,46,490,13.7,0.493,0.061,0.215,6.1,13.6,9.8,10.0,1.2,1.3,11.0,24.1,0.3,0.4,0.7,0.071,-1.8,-0.8,-2.6,-0.1,False
wallara01,Rasheed Wallace,POWER FORWARD,27,PORTLAND TRAIL BLAZERS,79,2963,19.3,0.54,0.246,0.213,5.3,20.4,12.8,9.3,1.8,2.6,8.5,23.7,5.6,4.1,9.7,0.158,2.4,0.5,3.0,3.7,False
wardch01,Charlie Ward,POINT GUARD,31,NEW YORK KNICKS,63,1058,14.5,0.496,0.541,0.191,1.6,12.3,7.0,31.7,3.4,1.0,18.6,17.8,0.6,1.3,1.9,0.087,-0.2,2.2,2.0,1.1,False
watsoea01,Earl Watson,POINT GUARD,22,SEATTLE SUPERSONICS,64,964,11.6,0.507,0.208,0.17,3.9,6.2,5.1,18.8,3.4,0.4,18.3,13.4,0.7,0.8,1.5,0.076,-1.8,1.6,-0.2,0.4,False
weathcl01,Clarence Weatherspoon,POWER FORWARD,31,NEW YORK KNICKS,56,1728,13.3,0.478,0.0,0.323,10.0,20.9,15.4,5.8,1.1,2.1,8.3,15.2,1.6,1.9,3.5,0.097,-0.8,-0.2,-1.1,0.4,False
webbech01,Chris Webber,POWER FORWARD,28,SACRAMENTO KINGS,54,2071,24.4,0.54,0.018,0.314,7.9,20.1,14.1,21.9,2.2,2.4,11.4,29.0,4.8,3.9,8.6,0.2,3.8,1.6,5.4,3.9,False
wellsbo01,Bonzi Wells,SHOOTING GUARD,25,PORTLAND TRAIL BLAZERS,74,2348,18.4,0.538,0.166,0.279,6.0,16.4,11.1,15.8,2.6,0.8,14.1,26.4,3.0,3.0,6.0,0.122,1.4,0.5,1.9,2.3,False
wesleda01,David Wesley,SHOOTING GUARD,31,CHARLOTTE HORNETS,67,2487,11.3,0.479,0.281,0.207,2.0,4.5,3.3,16.2,1.6,0.4,10.7,20.4,1.1,1.5,2.6,0.05,-1.1,-0.9,-2.1,0.0,False
whiteja01,Jahidi White,CENTER,25,WASHINGTON WIZARDS,71,1346,14.9,0.552,0.0,0.552,13.6,24.9,19.2,2.0,1.0,4.1,15.8,14.1,1.5,1.8,3.3,0.118,-1.3,-0.3,-1.5,0.2,False
whitero02,Rodney White,SMALL FORWARD,21,DETROIT PISTONS,16,129,11.0,0.423,0.15,0.233,1.8,14.5,8.2,16.6,3.7,1.1,17.5,29.3,-0.4,0.2,-0.2,-0.056,-4.7,0.2,-4.5,-0.1,False
whitnch01,Chris Whitney,POINT GUARD,30,WASHINGTON WIZARDS,82,2171,15.6,0.568,0.492,0.267,0.6,7.6,4.1,23.4,1.8,0.2,10.4,17.4,5.4,1.1,6.5,0.143,1.8,-0.3,1.5,2.0,False
williaa01,Aaron Williams,POWER FORWARD,30,NEW JERSEY NETS,82,1546,15.2,0.568,0.005,0.424,8.3,16.4,12.3,8.1,1.0,3.5,13.2,17.4,2.4,2.5,5.0,0.154,-1.4,1.0,-0.4,0.6,False
willial02,Alvin Williams,POINT GUARD,27,TORONTO RAPTORS,82,2927,13.8,0.47,0.199,0.144,2.2,9.0,5.5,26.6,2.5,0.7,12.7,18.4,2.2,3.1,5.2,0.086,-0.5,0.8,0.3,1.7,False
willier01,Eric Williams,SMALL FORWARD,29,BOSTON CELTICS,74,1747,8.8,0.49,0.223,0.569,3.6,10.5,6.9,9.8,2.3,0.4,16.5,15.0,0.0,2.2,2.2,0.061,-4.0,1.0,-3.0,-0.4,False
willija02,Jason Williams,POINT GUARD,26,MEMPHIS GRIZZLIES,65,2236,15.1,0.466,0.437,0.103,1.1,8.6,4.9,42.0,2.6,0.2,17.2,25.3,-0.6,1.5,0.9,0.02,1.2,-1.3,-0.1,1.1,False
willije01,Jerome Williams,POWER FORWARD,28,TORONTO RAPTORS,68,1641,15.7,0.542,0.0,0.526,11.2,16.0,13.5,7.3,2.6,1.1,12.5,15.2,2.7,2.3,5.0,0.147,-0.2,0.8,0.6,1.1,False
willimo01,Monty Williams,SMALL FORWARD,30,ORLANDO MAGIC,68,1284,14.7,0.575,0.011,0.37,6.9,13.6,10.2,12.0,2.0,0.9,17.0,17.7,1.6,1.2,2.9,0.107,-0.8,0.0,-0.9,0.4,False
willisc01,Scott Williams,POWER FORWARD,33,DENVER NUGGETS,41,737,10.5,0.43,0.009,0.189,12.1,20.7,16.2,2.8,1.2,3.3,13.0,16.4,-0.3,0.7,0.4,0.027,-4.3,-1.2,-5.5,-0.7,False
willish01,Shammond Williams,SHOOTING GUARD,26,SEATTLE SUPERSONICS,50,603,14.3,0.526,0.389,0.202,3.2,9.0,6.2,21.0,1.9,0.3,14.3,18.9,0.8,0.3,1.2,0.095,1.3,-0.7,0.6,0.4,False
williwa02,Walt Williams,SMALL FORWARD,31,HOUSTON ROCKETS,48,1117,13.1,0.538,0.462,0.129,3.7,12.9,8.3,11.0,0.9,0.6,11.2,19.6,1.4,0.3,1.7,0.073,0.2,-1.6,-1.3,0.2,False
willico02,Corliss Williamson,SMALL FORWARD,28,DETROIT PISTONS,78,1701,20.0,0.567,0.006,0.37,8.2,13.9,11.1,11.5,1.5,1.1,12.8,29.8,3.2,1.9,5.1,0.144,0.7,-0.9,-0.3,0.8,False
willike02,Kevin Willis,POWER FORWARD,39,HOUSTON ROCKETS,52,865,16.1,0.489,0.004,0.306,13.7,25.9,19.8,2.9,1.6,1.8,11.3,19.5,0.8,0.9,1.7,0.096,-1.6,-1.4,-3.0,-0.2,False
woodslo01,Loren Woods,CENTER,23,MINNESOTA TIMBERWOLVES,60,516,9.9,0.449,0.021,0.625,10.4,16.8,13.7,5.8,1.7,4.9,22.7,13.9,-0.2,0.7,0.5,0.047,-3.7,1.2,-2.5,-0.1,False
artesro01,Metta World Peace,SMALL FORWARD,22,CHICAGO BULLS,27,823,18.4,0.516,0.259,0.368,5.5,13.3,9.3,17.8,4.8,2.1,14.5,26.7,0.2,1.2,1.4,0.083,1.2,3.0,4.2,1.3,False
artesro01,Metta World Peace,SMALL FORWARD,22,INDIANA PACERS,28,819,13.2,0.481,0.277,0.263,4.7,14.4,9.6,10.3,4.2,1.4,13.4,20.3,-0.2,1.4,1.3,0.075,-2.0,3.1,1.0,0.6,False
wrighlo02,Lorenzen Wright,CENTER,26,MEMPHIS GRIZZLIES,43,1251,14.8,0.478,0.004,0.253,11.6,24.5,18.1,6.5,1.3,1.3,11.8,22.2,0.0,1.4,1.4,0.055,-1.5,-1.6,-3.2,-0.4,False
zhizhwa01,Wang Zhizhi,CENTER,24,DALLAS MAVERICKS,55,600,16.1,0.564,0.468,0.23,3.6,16.8,10.3,5.9,0.9,2.1,8.4,22.4,1.1,0.4,1.5,0.121,1.8,-1.1,0.7,0.4,False
abdulta01,Tariq Abdul-Wahad,SHOOTING GUARD,28,DALLAS MAVERICKS,14,204,12.4,0.47,0.017,0.103,7.6,14.0,10.8,15.4,1.5,1.1,10.3,15.0,0.2,0.2,0.4,0.104,-1.6,0.2,-1.4,0.0,False
abdursh01,Shareef Abdur-Rahim,POWER FORWARD,26,ATLANTA HAWKS,81,3087,19.9,0.566,0.051,0.457,6.7,17.8,12.5,14.7,1.5,0.9,13.0,24.2,7.4,2.3,9.7,0.151,2.3,-0.7,1.6,2.8,False
alexaco02,Courtney Alexander,POINT GUARD,25,NEW ORLEANS HORNETS,66,1360,9.3,0.459,0.113,0.289,3.3,6.8,5.0,9.8,1.2,0.3,10.7,21.3,0.1,1.0,1.1,0.04,-3.3,-1.2,-4.5,-0.9,False
allenma01,Malik Allen,POWER FORWARD,24,MIAMI HEAT,80,2318,9.9,0.455,0.005,0.153,6.5,14.9,10.6,4.4,0.9,2.6,13.2,19.7,-1.7,2.6,0.9,0.018,-3.9,-0.4,-4.4,-1.4,False
allenra02,Ray Allen,SHOOTING GUARD,27,MILWAUKEE BUCKS,47,1683,19.9,0.564,0.387,0.243,3.1,12.1,7.6,17.5,1.8,0.5,11.6,27.8,3.8,0.5,4.3,0.123,3.4,-1.9,1.6,1.5,False
allenra02,Ray Allen,SHOOTING GUARD,27,SEATTLE SUPERSONICS,29,1197,23.3,0.567,0.396,0.268,4.7,11.4,8.0,27.3,2.1,0.2,11.5,27.7,3.8,1.0,4.8,0.193,6.4,0.2,6.6,2.6,False
alstora01,Rafer Alston,POINT GUARD,26,TORONTO RAPTORS,47,980,14.4,0.51,0.388,0.161,2.3,10.4,6.2,34.0,2.1,1.1,19.3,20.7,0.7,0.5,1.2,0.059,0.2,-1.0,-0.8,0.3,False
amaecjo01,John Amaechi,CENTER,32,UTAH JAZZ,50,474,3.1,0.351,0.0,0.441,6.9,12.5,9.8,6.8,1.6,1.1,19.4,17.0,-1.1,0.4,-0.7,-0.07,-6.4,-1.6,-8.0,-0.7,False
anderch01,Chris Andersen,CENTER,24,DENVER NUGGETS,59,907,14.0,0.44,0.004,0.491,13.3,22.3,17.6,6.3,1.7,5.3,14.8,19.9,-0.5,1.7,1.1,0.059,-2.4,0.4,-2.0,0.0,False
anderde01,Derek Anderson,POINT GUARD,28,PORTLAND TRAIL BLAZERS,76,2556,16.9,0.556,0.398,0.323,2.5,10.0,6.2,20.7,1.9,0.5,11.9,19.5,5.9,2.2,8.1,0.153,2.2,0.1,2.3,2.8,False
anderke01,Kenny Anderson,POINT GUARD,32,SEATTLE SUPERSONICS,38,689,15.9,0.471,0.022,0.151,2.9,12.1,7.4,30.3,3.2,0.1,11.8,19.1,0.7,0.8,1.5,0.107,-1.0,1.5,0.5,0.4,False
anderke01,Kenny Anderson,POINT GUARD,32,NEW ORLEANS HORNETS,23,446,10.2,0.435,0.013,0.147,3.6,8.2,5.9,29.0,2.2,0.6,20.8,20.6,-0.4,0.5,0.1,0.009,-3.3,-0.1,-3.3,-0.2,False
andersh01,Shandon Anderson,SMALL FORWARD,29,NEW YORK KNICKS,82,1731,13.4,0.553,0.261,0.354,4.2,13.2,8.6,8.3,2.2,0.8,15.5,19.6,1.2,1.4,2.7,0.074,-0.6,0.2,-0.3,0.7,False
archiro01,Robert Archibald,POWER FORWARD,22,MEMPHIS GRIZZLIES,12,72,2.4,0.34,0.0,0.9,9.5,17.0,13.3,6.1,0.0,2.9,20.0,21.8,-0.3,0.0,-0.2,-0.158,-8.8,-3.3,-12.0,-0.2,False
arenagi01,Gilbert Arenas,POINT GUARD,21,GOLDEN STATE WARRIORS,82,2866,18.6,0.54,0.265,0.397,3.6,10.6,7.2,30.0,2.2,0.4,17.3,24.9,5.8,0.7,6.5,0.109,2.6,-1.3,1.3,2.4,False
armstbr01,Brandon Armstrong,SHOOTING GUARD,22,NEW JERSEY NETS,17,69,3.9,0.405,0.222,0.222,0.0,6.6,3.3,4.8,2.3,1.1,14.4,22.6,-0.2,0.1,-0.1,-0.05,-7.4,-0.7,-8.1,-0.1,False
armstda01,Darrell Armstrong,POINT GUARD,34,ORLANDO MAGIC,82,2350,14.6,0.53,0.361,0.292,4.3,10.2,7.2,21.7,3.0,0.4,18.1,16.9,2.7,2.2,4.9,0.1,0.2,0.7,0.9,1.7,False
arroyca01,Carlos Arroyo,POINT GUARD,23,UTAH JAZZ,44,287,14.1,0.51,0.064,0.202,4.8,6.1,5.5,33.1,2.2,0.3,20.2,23.8,0.1,0.2,0.3,0.057,-0.1,-1.0,-1.0,0.1,False
atkinch01,Chucky Atkins,POINT GUARD,28,DETROIT PISTONS,65,1398,10.1,0.475,0.52,0.105,1.8,6.5,4.1,22.4,1.1,0.2,13.7,19.4,0.3,1.2,1.5,0.053,-1.1,-1.1,-2.2,-0.1,False
augmost01,Stacey Augmon,SHOOTING GUARD,34,NEW ORLEANS HORNETS,70,862,9.3,0.474,0.036,0.375,3.5,12.7,8.0,12.5,1.7,0.8,15.2,13.9,0.2,1.0,1.2,0.067,-3.2,0.8,-2.4,-0.1,False
bagarda01,Dalibor Bagarić,CENTER,22,CHICAGO BULLS,10,76,7.1,0.342,0.0,0.154,10.3,18.6,14.5,8.2,2.0,2.9,15.3,19.1,-0.2,0.1,-0.1,-0.048,-5.8,-1.1,-6.9,-0.1,False
bakervi01,Vin Baker,CENTER,31,BOSTON CELTICS,52,942,10.6,0.531,0.019,0.517,10.5,13.3,11.9,5.3,1.2,2.5,19.4,15.5,0.5,1.1,1.6,0.082,-4.4,-0.4,-4.7,-0.6,False
barrybr01,Brent Barry,SHOOTING GUARD,31,SEATTLE SUPERSONICS,75,2480,15.8,0.597,0.508,0.279,2.2,12.2,7.1,25.0,2.5,0.5,18.0,14.9,4.8,2.5,7.3,0.141,1.1,1.5,2.6,2.9,False
barryjo01,Jon Barry,SHOOTING GUARD,33,DETROIT PISTONS,80,1473,17.9,0.593,0.505,0.236,2.6,12.0,7.2,25.5,2.4,0.7,14.8,17.9,3.4,2.2,5.6,0.183,2.6,1.6,4.3,2.3,False
bastoma01,Maceo Baston,POWER FORWARD,27,TORONTO RAPTORS,16,106,18.0,0.661,0.0,0.48,4.1,21.3,12.4,0.0,2.0,7.3,16.5,15.6,0.2,0.2,0.3,0.153,-1.6,2.7,1.0,0.1,False
bateeme01,Mengke Bateer,CENTER,27,SAN ANTONIO SPURS,12,46,-8.4,0.252,0.176,0.118,5.3,19.2,12.6,13.5,0.0,0.0,25.1,24.1,-0.3,0.1,-0.2,-0.248,-14.7,-2.0,-16.7,-0.2,False
batismi01,Mike Batiste,POWER FORWARD,25,MEMPHIS GRIZZLIES,75,1248,12.2,0.476,0.173,0.188,7.5,15.6,11.6,6.9,1.7,0.9,12.0,20.7,0.0,0.7,0.8,0.029,-2.1,-1.4,-3.5,-0.5,False
battito01,Tony Battie,CENTER,26,BOSTON CELTICS,67,1683,15.2,0.578,0.014,0.32,9.7,19.7,14.6,5.2,1.0,3.8,10.2,12.9,3.3,2.5,5.8,0.164,-1.0,0.8,-0.3,0.7,False
battish01,Shane Battier,SMALL FORWARD,24,MEMPHIS GRIZZLIES,78,2383,15.0,0.597,0.38,0.255,6.1,10.1,8.1,6.8,2.2,2.5,9.7,13.2,4.8,1.5,6.2,0.126,1.4,0.8,2.3,2.5,False
baxtelo01,Lonny Baxter,CENTER,24,CHICAGO BULLS,55,682,11.3,0.521,0.01,0.5,10.7,16.0,13.4,3.8,0.7,2.3,15.5,19.3,0.4,0.5,0.9,0.063,-4.0,-1.4,-5.4,-0.6,False
bellra01,Raja Bell,SHOOTING GUARD,26,DALLAS MAVERICKS,75,1173,7.9,0.509,0.242,0.161,4.4,9.2,6.8,6.8,2.3,0.5,16.0,10.4,0.5,1.2,1.7,0.069,-3.1,1.4,-1.8,0.1,False
bendejo01,Jonathan Bender,SMALL FORWARD,22,INDIANA PACERS,46,819,13.3,0.521,0.209,0.331,5.9,12.2,9.1,8.6,0.5,5.0,12.6,18.4,0.7,1.0,1.7,0.099,-0.9,0.7,-0.3,0.4,False
benjaco01,Corey Benjamin,SHOOTING GUARD,24,ATLANTA HAWKS,9,152,7.3,0.4,0.302,0.372,7.8,15.1,11.6,10.4,0.3,0.9,10.7,16.9,0.0,0.1,0.0,0.004,-4.6,-2.0,-6.6,-0.2,False
besttr01,Travis Best,POINT GUARD,30,MIAMI HEAT,72,1807,11.2,0.473,0.187,0.211,1.6,8.0,4.7,25.7,1.3,0.3,14.3,19.4,0.5,1.4,1.8,0.048,-2.1,-0.3,-2.4,-0.2,False
bibbymi01,Mike Bibby,POINT GUARD,24,SACRAMENTO KINGS,55,1835,17.6,0.559,0.196,0.267,2.1,6.3,4.3,24.3,2.0,0.3,14.0,21.9,3.5,2.0,5.6,0.146,1.8,-0.1,1.8,1.8,False
billuch01,Chauncey Billups,POINT GUARD,26,DETROIT PISTONS,74,2327,20.4,0.582,0.437,0.416,1.9,12.2,7.0,23.7,1.5,0.5,11.5,24.1,7.0,2.9,9.9,0.204,4.3,0.3,4.6,3.8,False
blounco01,Corie Blount,CENTER,34,CHICAGO BULLS,50,836,9.6,0.502,0.0,0.261,9.1,17.9,13.5,8.9,2.0,1.7,22.3,10.2,0.2,0.9,1.1,0.064,-2.9,0.8,-2.2,0.0,False
blounma01,Mark Blount,CENTER,27,DENVER NUGGETS,54,885,9.6,0.452,0.0,0.371,7.8,16.7,12.0,7.0,1.3,4.6,18.4,19.1,-0.9,1.3,0.4,0.02,-4.7,1.0,-3.7,-0.4,False
blounma01,Mark Blount,CENTER,27,BOSTON CELTICS,27,518,12.2,0.615,0.0,0.5,10.4,17.1,13.7,6.8,2.0,2.6,25.3,11.7,0.6,0.8,1.4,0.126,-3.4,1.6,-1.8,0.0,False
boothca01,Calvin Booth,CENTER,26,SEATTLE SUPERSONICS,47,575,9.9,0.494,0.017,0.395,6.5,16.0,11.2,3.3,1.0,4.5,13.6,13.2,0.2,0.7,0.8,0.071,-4.0,0.6,-3.3,-0.2,False
boozeca01,Carlos Boozer,POWER FORWARD,21,CLEVELAND CAVALIERS,81,2049,17.9,0.577,0.002,0.311,10.8,22.7,16.6,9.3,1.5,1.7,12.8,17.1,4.2,1.8,5.9,0.139,0.6,-0.6,0.0,1.0,False
boumtru01,Ruben Boumtje-Boumtje,CENTER,24,PORTLAND TRAIL BLAZERS,2,5,18.4,0.0,0.0,0.0,24.2,0.0,12.1,26.6,10.7,0.0,0.0,9.2,0.0,0.0,0.0,0.114,2.2,4.5,6.7,0.0,False
bowenbr01,Bruce Bowen,SMALL FORWARD,31,SAN ANTONIO SPURS,82,2566,9.1,0.563,0.478,0.186,2.8,7.8,5.4,6.8,1.4,1.1,12.2,10.7,2.4,2.7,5.1,0.096,-0.7,1.0,0.2,1.4,False
bowenry01,Ryan Bowen,SHOOTING GUARD,27,DENVER NUGGETS,62,996,12.7,0.519,0.036,0.208,8.7,9.7,9.2,9.3,3.4,2.3,16.7,11.5,0.6,1.6,2.1,0.102,-1.3,3.1,1.8,1.0,False
boykiea01,Earl Boykins,POINT GUARD,26,GOLDEN STATE WARRIORS,68,1321,17.6,0.543,0.166,0.431,2.9,4.2,3.5,26.8,1.5,0.2,11.7,20.1,3.9,-0.4,3.5,0.127,2.6,-2.1,0.6,0.9,False
bradlmi01,Michael Bradley,POWER FORWARD,23,TORONTO RAPTORS,67,1314,12.8,0.492,0.019,0.213,13.5,22.4,17.7,8.4,0.7,1.7,18.1,14.6,0.7,0.9,1.5,0.056,-1.7,-1.8,-3.4,-0.5,False
bradlsh01,Shawn Bradley,CENTER,30,DALLAS MAVERICKS,81,1731,18.3,0.601,0.003,0.467,9.6,20.7,15.1,4.6,1.9,7.3,12.9,13.6,3.9,3.5,7.4,0.204,-0.4,3.0,2.6,2.0,False
brandel01,Elton Brand,POWER FORWARD,23,LOS ANGELES CLIPPERS,62,2454,21.7,0.543,0.001,0.396,13.1,19.3,16.2,12.0,1.5,4.6,13.2,22.4,4.9,2.7,7.6,0.149,2.5,0.5,3.0,3.1,False
bremejr01,J.R. Bremer,POINT GUARD,22,BOSTON CELTICS,64,1503,12.7,0.515,0.616,0.239,1.3,9.8,5.5,19.2,1.3,0.2,10.3,17.7,1.8,1.2,3.0,0.096,0.0,-0.5,-0.5,0.6,False
breweja01,Jamison Brewer,POINT GUARD,22,INDIANA PACERS,10,80,13.4,0.525,0.118,0.529,7.2,5.5,6.3,36.4,1.3,0.9,22.3,15.2,0.1,0.1,0.2,0.106,-0.6,-0.3,-0.9,0.0,False
brezepr01,Primož Brezec,CENTER,23,INDIANA PACERS,22,111,10.9,0.449,0.026,0.526,13.5,9.9,11.6,6.0,0.9,2.6,13.0,21.9,0.0,0.1,0.1,0.047,-3.7,-1.8,-5.5,-0.1,False
brownda02,Damone Brown,POWER FORWARD,23,TORONTO RAPTORS,5,115,1.6,0.363,0.057,0.229,2.9,12.4,7.4,4.2,0.5,0.0,13.5,17.7,-0.3,0.0,-0.2,-0.102,-7.4,-1.8,-9.2,-0.2,False
brownde02,Devin Brown,SHOOTING GUARD,24,SAN ANTONIO SPURS,7,22,13.8,0.551,0.0,0.2,22.1,15.1,18.4,18.0,0.0,0.0,31.5,33.5,0.0,0.0,0.0,-0.023,-3.2,-3.0,-6.2,0.0,False
brownde02,Devin Brown,SHOOTING GUARD,24,DENVER NUGGETS,3,71,4.8,0.326,0.04,0.24,6.3,12.1,9.0,12.1,3.0,1.1,12.6,19.8,-0.2,0.1,-0.1,-0.05,-7.7,1.1,-6.6,-0.1,False
brownke01,Kedrick Brown,SMALL FORWARD,21,BOSTON CELTICS,51,666,8.8,0.392,0.228,0.187,7.4,16.6,11.9,5.1,2.7,1.5,11.1,14.5,-0.5,1.1,0.5,0.037,-4.6,0.6,-4.0,-0.3,False
brownkw01,Kwame Brown,CENTER,20,WASHINGTON WIZARDS,80,1773,13.6,0.496,0.006,0.432,8.5,19.9,14.2,5.6,1.5,3.4,15.5,18.8,0.2,2.3,2.5,0.069,-2.1,-0.1,-2.2,-0.1,False
